speed_kmh,rpm,engine_load_pct,maf_gps,fuel_rate_lph,distance_km,speed_mps,time_s,dt_s,accel_mps2,distance_step_m,required_load_pct,power_load_deviation_pp,is_analyzable_quasi_cruise,obd_grade_class,equivalent_grade_index_pct
0.0,899.7142857142857,34.30438842203548,7.155238095238095,0.7080448717948717,0.0,0.0,70.0,1.0,0.0,0.0,8.0,26.30438842203548,False,non_analyzed,7.515539549152995
0.0,899.5714285714286,34.26704014939309,7.146190476190476,0.7063838612368024,0.0,0.0,71.0,1.0,0.0,0.0,8.0,26.26704014939309,False,non_analyzed,7.504868614112311
0.0,899.4285714285714,34.2296918767507,7.137142857142857,0.704722850678733,0.0,0.0,72.0,1.0,0.0,0.0,8.0,26.2296918767507,False,non_analyzed,7.494197679071628
0.0,899.2857142857143,34.19234360410831,7.128095238095238,0.7030618401206636,0.0,0.0,73.0,1.0,0.0,0.0,8.0,26.19234360410831,False,non_analyzed,7.483526744030946
0.0,899.2857142857143,34.19234360410831,7.128095238095238,0.7030618401206636,0.0,0.0,74.0,1.0,0.0,0.0,8.0,26.19234360410831,False,non_analyzed,7.483526744030946
0.0,899.0,34.11764705882353,7.11,0.6997398190045249,0.0,0.0,75.0,1.0,0.0,0.0,8.0,26.11764705882353,False,non_analyzed,7.46218487394958
0.0,899.1428571428571,33.94957983193277,7.168571428571428,0.7020329670329671,0.0,0.0,76.0,1.0,0.0,0.0,8.0,25.949579831932773,False,non_analyzed,7.4141656662665065
0.0,899.5,33.790849673202615,7.195,0.7013442684766215,0.0,0.0,77.0,1.0,0.0,0.0,8.0,25.790849673202615,False,non_analyzed,7.368814192343605
0.0,899.1666666666666,34.37908496732026,7.173333333333333,0.7113235294117648,0.0,0.0,78.0,1.0,0.0,0.0,8.0,26.37908496732026,False,non_analyzed,7.53688141923436
0.0,896.1666666666666,37.71241830065359,7.1499999999999995,0.7776168929110105,0.0,0.0,79.0,1.0,0.0,0.0,8.0,29.71241830065359,False,non_analyzed,8.489262371615311
0.0,900.5,36.86274509803922,7.221666666666667,0.7679053544494722,0.0,0.0,80.0,1.0,0.0,0.0,8.0,28.86274509803922,False,non_analyzed,8.246498599439777
0.0,899.8,36.86274509803921,7.226000000000001,0.7683642533936652,0.0,0.0,81.0,1.0,0.0,0.0,8.0,28.862745098039213,False,non_analyzed,8.246498599439775
